userid,itemid,rating,Time,Location,Companion
1059,tt0109830,3,NA,NA,NA
1059,tt3793764,1,NA,NA,NA
1059,tt1499658,1,NA,NA,NA
1059,tt0232500,1,NA,NA,NA
1059,tt0120338,1,NA,NA,NA
1059,tt1099212,1,NA,NA,NA
1059,tt0114369,5,Weekend,Home,Alone
1059,tt0382625,4,Weekend,Home,Alone
1059,tt0993846,3,Weekend,Home,Alone
1059,tt0211915,2,Weekend,Home,Alone
1059,tt0169547,3,Weekend,Home,Alone
1059,tt0109830,3,Weekend,Home,Alone
1059,tt0114369,2,Weekend,Cinema,Family
1059,tt0382625,3,Weekend,Cinema,Family
1059,tt0993846,2,Weekend,Cinema,Family
1059,tt0211915,3,Weekend,Cinema,Family
1059,tt0169547,2,Weekend,Cinema,Family
1059,tt0109830,5,Weekend,Cinema,Family
1059,tt0114369,3,Weekday,Cinema,Partner
1059,tt0382625,3,Weekday,Cinema,Partner
1059,tt0993846,3,Weekday,Cinema,Partner
1059,tt0211915,5,Weekday,Cinema,Partner
1059,tt0169547,3,Weekday,Cinema,Partner
1059,tt0109830,4,Weekday,Cinema,Partner
1059,tt3793764,1,Weekday,Home,Alone
1059,tt1499658,1,Weekday,Home,Alone
1059,tt0232500,1,Weekday,Home,Alone
1059,tt0120338,1,Weekday,Home,Alone
1059,tt1099212,1,Weekday,Home,Alone
1059,tt3793764,1,Weekday,Cinema,Alone
1059,tt1499658,1,Weekday,Cinema,Alone
1059,tt0232500,1,Weekday,Cinema,Alone
1059,tt0120338,1,Weekday,Cinema,Alone
1059,tt1099212,1,Weekday,Cinema,Alone
1059,tt3793764,2,Weekday,Cinema,Partner
1059,tt1499658,1,Weekday,Cinema,Partner
1059,tt0232500,1,Weekday,Cinema,Partner
1059,tt0120338,2,Weekday,Cinema,Partner
1059,tt1099212,2,Weekday,Cinema,Partner
1061,tt1657301,4,NA,NA,NA
1061,tt3793764,5,NA,NA,NA
1061,tt0266543,3,NA,NA,NA
1061,tt1478338,4,NA,NA,NA
1061,tt1375666,5,NA,NA,NA
1061,tt0268380,2,NA,NA,NA
1061,tt0462538,2,NA,NA,NA
1061,ttnanana1,2,NA,NA,NA
1061,tt1657301,5,Weekend,Cinema,Alone
1061,tt3793764,4,Weekend,Cinema,Alone
1061,tt0266543,3,Weekend,Cinema,Alone
1061,tt1478338,3,Weekend,Cinema,Alone
1061,tt1375666,5,Weekend,Cinema,Alone
1061,tt1657301,5,Weekday,Cinema,Family
1061,tt3793764,5,Weekday,Cinema,Family
1061,tt0266543,4,Weekday,Cinema,Family
1061,tt1478338,3,Weekday,Cinema,Family
1061,tt1375666,5,Weekday,Cinema,Family
1061,tt1657301,5,Weekend,Cinema,Family
1061,tt3793764,4,Weekend,Cinema,Family
1061,tt0266543,4,Weekend,Cinema,Family
1061,tt1478338,4,Weekend,Cinema,Family
1061,tt1375666,5,Weekend,Cinema,Family
1061,tt0268380,1,Weekend,Home,Alone
1061,tt0462538,1,Weekend,Home,Alone
1061,ttnanana1,1,Weekend,Home,Alone
1061,tt0268380,1,Weekday,Cinema,Alone
1061,tt0462538,1,Weekday,Cinema,Alone
1061,ttnanana1,1,Weekday,Cinema,Alone
1061,tt0268380,1,Weekend,Home,Family
1061,tt0462538,1,Weekend,Home,Family
1061,ttnanana1,2,Weekend,Home,Family
1001,tt0266543,4,NA,NA,NA
1001,tt1453405,3,NA,NA,NA
1001,tt0462538,5,NA,NA,NA
1001,tt0378194,4,NA,NA,NA
1001,tt0111161,5,NA,NA,NA
1001,tt0211915,4,NA,NA,NA
1001,tt0088763,5,NA,NA,NA
1001,tt0133093,4,NA,NA,NA
1001,tt1232829,2,NA,NA,NA
1001,tt0362165,1,NA,NA,NA
1001,tt0405422,3,NA,NA,NA
1001,tt1707386,1,NA,NA,NA
1001,tt0120338,1,NA,NA,NA
1001,tt0266543,4,Weekend,Cinema,Family
1001,tt1453405,4,Weekend,Cinema,Family
1001,tt0462538,2,Weekend,Cinema,Family
1001,tt0378194,2,Weekend,Cinema,Family
1001,tt0111161,2,Weekend,Cinema,Family
1001,tt0211915,2,Weekend,Cinema,Family
1001,tt0088763,3,Weekend,Cinema,Family
1001,tt0133093,2,Weekend,Cinema,Family
1001,tt0266543,4,Weekend,Cinema,Partner
1001,tt1453405,4,Weekend,Cinema,Partner
1001,tt0462538,5,Weekend,Cinema,Partner
1001,tt0378194,4,Weekend,Cinema,Partner
1001,tt0111161,3,Weekend,Cinema,Partner
1001,tt0211915,3,Weekend,Cinema,Partner
1001,tt0088763,4,Weekend,Cinema,Partner
1001,tt0133093,3,Weekend,Cinema,Partner
1001,tt1232829,1,Weekend,Home,Alone
1001,tt0362165,1,Weekend,Home,Alone
1001,tt0405422,1,Weekend,Home,Alone
1001,tt1707386,1,Weekend,Home,Alone
1001,tt0120338,1,Weekend,Home,Alone
1001,tt1232829,1,Weekend,Cinema,Alone
1001,tt0362165,1,Weekend,Cinema,Alone
1001,tt0405422,1,Weekend,Cinema,Alone
1001,tt1707386,1,Weekend,Cinema,Alone
1001,tt0120338,1,Weekend,Cinema,Alone
1027,tt0181689,5,NA,NA,NA
1027,tt0120912,4,NA,NA,NA
1027,tt4411490,4,NA,NA,NA
1027,tt0211915,5,NA,NA,NA
1027,tt0133093,5,NA,NA,NA
1027,tt0413267,1,NA,NA,NA
1027,tt1232829,1,NA,NA,NA
1027,tt0120338,1,NA,NA,NA
1027,tt0181689,5,Weekday,Cinema,Family
1027,tt0120912,5,Weekday,Cinema,Family
1027,tt4411490,4,Weekday,Cinema,Family
1027,tt0211915,5,Weekday,Cinema,Family
1027,tt0133093,5,Weekday,Cinema,Family
1027,tt0181689,5,Weekend,Cinema,Family
1027,tt0120912,4,Weekend,Cinema,Family
1027,tt4411490,4,Weekend,Cinema,Family
1027,tt0211915,5,Weekend,Cinema,Family
1027,tt0133093,5,Weekend,Cinema,Family
1027,tt0181689,5,Weekend,Home,Partner
1027,tt0120912,4,Weekend,Home,Partner
1027,tt4411490,4,Weekend,Home,Partner
1027,tt0211915,5,Weekend,Home,Partner
1027,tt0133093,5,Weekend,Home,Partner
1027,tt0413267,1,Weekday,Home,Alone
1027,tt1232829,1,Weekday,Home,Alone
1027,tt0120338,1,Weekday,Home,Alone
1027,tt0413267,1,Weekend,Home,Family
1027,tt1232829,1,Weekend,Home,Family
1027,tt0120338,1,Weekend,Home,Family
1027,tt0413267,1,Weekday,Cinema,Family
1027,tt1232829,1,Weekday,Cinema,Family
1027,tt0120338,1,Weekday,Cinema,Family
1064,tt1657301,4,NA,NA,NA
1064,tt3793764,5,NA,NA,NA
1064,tt1291150,3,NA,NA,NA
1064,ttnanana2,4,NA,NA,NA
1064,tt1099212,4,NA,NA,NA
1064,tt3254460,3,NA,NA,NA
1064,tt1707386,2,NA,NA,NA
1064,tt1133985,3,NA,NA,NA
1064,tt1657301,4,Weekend,Home,Alone
1064,tt3793764,4,Weekend,Home,Alone
1064,tt1291150,3,Weekend,Home,Alone
1064,ttnanana2,4,Weekend,Home,Alone
1064,tt1099212,3,Weekend,Home,Alone
1064,tt1657301,4,Weekend,Cinema,Alone
1064,tt3793764,5,Weekend,Cinema,Alone
1064,tt1291150,4,Weekend,Cinema,Alone
1064,ttnanana2,4,Weekend,Cinema,Alone
1064,tt1099212,4,Weekend,Cinema,Alone
1064,tt1657301,4,Weekday,Cinema,Family
1064,tt3793764,4,Weekday,Cinema,Family
1064,tt1291150,3,Weekday,Cinema,Family
1064,ttnanana2,4,Weekday,Cinema,Family
1064,tt1099212,4,Weekday,Cinema,Family
1064,tt3254460,2,Weekday,Home,Family
1064,tt1707386,2,Weekday,Home,Family
1064,tt1133985,2,Weekday,Home,Family
1064,tt3254460,2,Weekend,Cinema,Family
1064,tt1707386,3,Weekend,Cinema,Family
1064,tt1133985,3,Weekend,Cinema,Family
1064,tt3254460,2,Weekend,Cinema,Partner
1064,tt1707386,3,Weekend,Cinema,Partner
1064,tt1133985,3,Weekend,Cinema,Partner
1038,tt0266543,4,NA,NA,NA
1038,tt1453405,4,NA,NA,NA
1038,tt4411490,3,NA,NA,NA
1038,tt0343660,3,NA,NA,NA
1038,tt1375666,5,NA,NA,NA
1038,tt2557490,2,NA,NA,NA
1038,tt1564367,2,NA,NA,NA
1038,tt1707386,2,NA,NA,NA
1038,tt4052394,1,NA,NA,NA
1038,tt1291150,1,NA,NA,NA
1038,tt1099212,1,NA,NA,NA
1038,tt0266543,3,Weekend,Home,Alone
1038,tt1453405,1,Weekend,Home,Alone
1038,tt4411490,2,Weekend,Home,Alone
1038,tt0343660,1,Weekend,Home,Alone
1038,tt1375666,4,Weekend,Home,Alone
1038,tt0266543,5,Weekday,Home,Family
1038,tt1453405,5,Weekday,Home,Family
1038,tt4411490,4,Weekday,Home,Family
1038,tt0343660,4,Weekday,Home,Family
1038,tt1375666,5,Weekday,Home,Family
1038,tt0266543,4,Weekday,Home,Partner
1038,tt1453405,4,Weekday,Home,Partner
1038,tt4411490,4,Weekday,Home,Partner
1038,tt0343660,4,Weekday,Home,Partner
1038,tt1375666,5,Weekday,Home,Partner
1038,tt2557490,2,Weekday,Home,Family
1038,tt1564367,2,Weekday,Home,Family
1038,tt1707386,2,Weekday,Home,Family
1038,tt4052394,3,Weekday,Home,Family
1038,tt1291150,3,Weekday,Home,Family
1038,tt1099212,1,Weekday,Home,Family
1038,tt2557490,2,Weekend,Home,Family
1038,tt1564367,2,Weekend,Home,Family
1038,tt1707386,1,Weekend,Home,Family
1038,tt4052394,3,Weekend,Home,Family
1038,tt1291150,3,Weekend,Home,Family
1038,tt1099212,1,Weekend,Home,Family
1038,tt2557490,1,Weekday,Cinema,Partner
1038,tt1564367,1,Weekday,Cinema,Partner
1038,tt1707386,1,Weekday,Cinema,Partner
1038,tt4052394,1,Weekday,Cinema,Partner
1038,tt1291150,1,Weekday,Cinema,Partner
1038,tt1099212,1,Weekday,Cinema,Partner
1084,tt0356910,3,NA,NA,NA
1084,tt0800369,4,NA,NA,NA
1084,tt1232829,4,NA,NA,NA
1084,tt2557490,3,NA,NA,NA
1084,tt0114369,5,NA,NA,NA
1084,tt0293662,3,NA,NA,NA
1084,tt0133093,3,NA,NA,NA
1084,tt0213149,2,NA,NA,NA
1084,tt0319262,2,NA,NA,NA
1084,tt1099212,1,NA,NA,NA
1084,tt0356910,4,Weekend,Cinema,Alone
1084,tt0800369,3,Weekend,Cinema,Alone
1084,tt1232829,3,Weekend,Cinema,Alone
1084,tt2557490,2,Weekend,Cinema,Alone
1084,tt0114369,4,Weekend,Cinema,Alone
1084,tt0293662,4,Weekend,Cinema,Alone
1084,tt0133093,4,Weekend,Cinema,Alone
1084,tt0356910,4,Weekday,Cinema,Family
1084,tt0800369,4,Weekday,Cinema,Family
1084,tt1232829,3,Weekday,Cinema,Family
1084,tt2557490,3,Weekday,Cinema,Family
1084,tt0114369,3,Weekday,Cinema,Family
1084,tt0293662,3,Weekday,Cinema,Family
1084,tt0133093,4,Weekday,Cinema,Family
1084,tt0356910,4,Weekend,Cinema,Family
1084,tt0800369,4,Weekend,Cinema,Family
1084,tt1232829,3,Weekend,Cinema,Family
1084,tt2557490,3,Weekend,Cinema,Family
1084,tt0114369,3,Weekend,Cinema,Family
1084,tt0293662,3,Weekend,Cinema,Family
1084,tt0133093,4,Weekend,Cinema,Family
1084,tt0213149,1,Weekday,Home,Alone
1084,tt0319262,1,Weekday,Home,Alone
1084,tt1099212,1,Weekday,Home,Alone
1084,tt0213149,1,Weekend,Home,Alone
1084,tt0319262,1,Weekend,Home,Alone
1084,tt1099212,1,Weekend,Home,Alone
1084,tt0213149,2,Weekend,Home,Partner
1084,tt0319262,2,Weekend,Home,Partner
1084,tt1099212,2,Weekend,Home,Partner
1114,tt3793764,4,NA,NA,NA
1114,tt0944835,5,NA,NA,NA
1114,tt0232500,4,NA,NA,NA
1114,tt0388795,3,NA,NA,NA
1114,tt1375666,5,NA,NA,NA
1114,tt0120912,2,NA,NA,NA
1114,tt0268380,2,NA,NA,NA
1114,ttnanana1,2,NA,NA,NA
1114,tt3793764,3,Weekday,Home,Alone
1114,tt0944835,5,Weekday,Home,Alone
1114,tt0232500,3,Weekday,Home,Alone
1114,tt0388795,4,Weekday,Home,Alone
1114,tt1375666,5,Weekday,Home,Alone
1114,tt3793764,4,Weekend,Home,Family
1114,tt0944835,5,Weekend,Home,Family
1114,tt0232500,4,Weekend,Home,Family
1114,tt0388795,4,Weekend,Home,Family
1114,tt1375666,4,Weekend,Home,Family
1114,tt3793764,4,Weekday,Cinema,Partner
1114,tt0944835,5,Weekday,Cinema,Partner
1114,tt0232500,5,Weekday,Cinema,Partner
1114,tt0388795,3,Weekday,Cinema,Partner
1114,tt1375666,4,Weekday,Cinema,Partner
1114,tt0120912,2,Weekend,Home,Alone
1114,tt0268380,2,Weekend,Home,Alone
1114,ttnanana1,3,Weekend,Home,Alone
1114,tt0120912,4,Weekday,Cinema,Partner
1114,tt0268380,4,Weekday,Cinema,Partner
1114,ttnanana1,2,Weekday,Cinema,Partner
1114,tt0120912,2,Weekend,Home,Partner
1114,tt0268380,3,Weekend,Home,Partner
1114,ttnanana1,3,Weekend,Home,Partner
1065,tt1190080,5,NA,NA,NA
1065,tt0454876,5,NA,NA,NA
1065,tt1657301,5,NA,NA,NA
1065,tt0800369,5,NA,NA,NA
1065,tt0489099,4,NA,NA,NA
1065,tt0133093,4,NA,NA,NA
1065,tt0266543,1,NA,NA,NA
1065,tt2574698,1,NA,NA,NA
1065,tt0378194,1,NA,NA,NA
1065,tt1190080,5,Weekend,Cinema,Alone
1065,tt0454876,5,Weekend,Cinema,Alone
1065,tt1657301,5,Weekend,Cinema,Alone
1065,tt0800369,5,Weekend,Cinema,Alone
1065,tt0489099,5,Weekend,Cinema,Alone
1065,tt0133093,5,Weekend,Cinema,Alone
1065,tt1190080,3,Weekday,Cinema,Family
1065,tt0454876,3,Weekday,Cinema,Family
1065,tt1657301,3,Weekday,Cinema,Family
1065,tt0800369,3,Weekday,Cinema,Family
1065,tt0489099,4,Weekday,Cinema,Family
1065,tt0133093,4,Weekday,Cinema,Family
1065,tt1190080,5,Weekend,Cinema,Family
1065,tt0454876,5,Weekend,Cinema,Family
1065,tt1657301,5,Weekend,Cinema,Family
1065,tt0800369,5,Weekend,Cinema,Family
1065,tt0489099,3,Weekend,Cinema,Family
1065,tt0133093,3,Weekend,Cinema,Family
1065,tt0266543,1,Weekday,Cinema,Alone
1065,tt2574698,1,Weekday,Cinema,Alone
1065,tt0378194,1,Weekday,Cinema,Alone
1065,tt0266543,1,Weekend,Cinema,Partner
1065,tt2574698,1,Weekend,Cinema,Partner
1065,tt0378194,1,Weekend,Cinema,Partner
1065,tt0266543,1,Weekend,Home,Partner
1065,tt2574698,1,Weekend,Home,Partner
1065,tt0378194,1,Weekend,Home,Partner
1075,tt0181689,4,NA,NA,NA
1075,tt1453405,4,NA,NA,NA
1075,tt1232829,4,NA,NA,NA
1075,tt0382625,4,NA,NA,NA
1075,tt0120338,4,NA,NA,NA
1075,tt1375666,5,NA,NA,NA
1075,tt3637328,2,NA,NA,NA
1075,tt0407304,2,NA,NA,NA
1075,tt0114369,1,NA,NA,NA
1075,tt0181689,4,Weekday,Home,Alone
1075,tt1453405,4,Weekday,Home,Alone
1075,tt1232829,4,Weekday,Home,Alone
1075,tt0382625,4,Weekday,Home,Alone
1075,tt0120338,4,Weekday,Home,Alone
1075,tt1375666,5,Weekday,Home,Alone
1075,tt0181689,4,Weekend,Home,Alone
1075,tt1453405,4,Weekend,Home,Alone
1075,tt1232829,3,Weekend,Home,Alone
1075,tt0382625,4,Weekend,Home,Alone
1075,tt0120338,4,Weekend,Home,Alone
1075,tt1375666,5,Weekend,Home,Alone
1075,tt0181689,4,Weekday,Home,Family
1075,tt1453405,4,Weekday,Home,Family
1075,tt1232829,3,Weekday,Home,Family
1075,tt0382625,5,Weekday,Home,Family
1075,tt0120338,5,Weekday,Home,Family
1075,tt1375666,5,Weekday,Home,Family
1075,tt3637328,3,Weekend,Cinema,Alone
1075,tt0407304,3,Weekend,Cinema,Alone
1075,tt0114369,1,Weekend,Cinema,Alone
1075,tt3637328,1,Weekday,Home,Family
1075,tt0407304,3,Weekday,Home,Family
1075,tt0114369,1,Weekday,Home,Family
1075,tt3637328,1,Weekend,Home,Family
1075,tt0407304,1,Weekend,Home,Family
1075,tt0114369,1,Weekend,Home,Family
1035,tt1657301,4,NA,NA,NA
1035,tt0114369,3,NA,NA,NA
1035,tt0111161,5,NA,NA,NA
1035,tt0169547,3,NA,NA,NA
1035,tt1375666,5,NA,NA,NA
1035,tt0133093,4,NA,NA,NA
1035,tt3637328,1,NA,NA,NA
1035,tt0120338,1,NA,NA,NA
1035,tt3510098,1,NA,NA,NA
1035,tt1657301,5,Weekday,Cinema,Alone
1035,tt0114369,4,Weekday,Cinema,Alone
1035,tt0111161,5,Weekday,Cinema,Alone
1035,tt0169547,3,Weekday,Cinema,Alone
1035,tt1375666,5,Weekday,Cinema,Alone
1035,tt0133093,5,Weekday,Cinema,Alone
1035,tt1657301,5,Weekday,Cinema,Family
1035,tt0114369,3,Weekday,Cinema,Family
1035,tt0111161,5,Weekday,Cinema,Family
1035,tt0169547,3,Weekday,Cinema,Family
1035,tt1375666,5,Weekday,Cinema,Family
1035,tt0133093,5,Weekday,Cinema,Family
1035,tt1657301,4,Weekday,Home,Partner
1035,tt0114369,4,Weekday,Home,Partner
1035,tt0111161,4,Weekday,Home,Partner
1035,tt0169547,3,Weekday,Home,Partner
1035,tt1375666,4,Weekday,Home,Partner
1035,tt0133093,4,Weekday,Home,Partner
1035,tt3637328,2,Weekend,Cinema,Family
1035,tt0120338,2,Weekend,Cinema,Family
1035,tt3510098,2,Weekend,Cinema,Family
1035,tt3637328,2,Weekday,Cinema,Partner
1035,tt0120338,2,Weekday,Cinema,Partner
1035,tt3510098,2,Weekday,Cinema,Partner
1035,tt3637328,2,Weekend,Cinema,Partner
1035,tt0120338,2,Weekend,Cinema,Partner
1035,tt3510098,2,Weekend,Cinema,Partner
1002,tt3793764,2,NA,NA,NA
1002,tt0266543,3,NA,NA,NA
1002,tt0378194,5,NA,NA,NA
1002,tt0114369,4,NA,NA,NA
1002,tt0109830,5,NA,NA,NA
1002,tt0120338,3,NA,NA,NA
1002,tt0088763,4,NA,NA,NA
1002,tt0133093,3,NA,NA,NA
1002,tt2557490,2,NA,NA,NA
1002,tt0382625,3,NA,NA,NA
1002,tt0993846,1,NA,NA,NA
1002,tt0367594,3,NA,NA,NA
1002,tt3793764,3,Weekday,Home,Family
1002,tt0266543,5,Weekday,Home,Family
1002,tt0378194,3,Weekday,Home,Family
1002,tt0114369,3,Weekday,Home,Family
1002,tt0109830,4,Weekday,Home,Family
1002,tt0120338,4,Weekday,Home,Family
1002,tt0088763,5,Weekday,Home,Family
1002,tt0133093,4,Weekday,Home,Family
1002,tt3793764,3,Weekend,Home,Partner
1002,tt0266543,4,Weekend,Home,Partner
1002,tt0378194,4,Weekend,Home,Partner
1002,tt0114369,3,Weekend,Home,Partner
1002,tt0109830,5,Weekend,Home,Partner
1002,tt0120338,5,Weekend,Home,Partner
1002,tt0088763,4,Weekend,Home,Partner
1002,tt0133093,2,Weekend,Home,Partner
1002,tt2557490,3,Weekday,Home,Family
1002,tt0382625,3,Weekday,Home,Family
1002,tt0993846,2,Weekday,Home,Family
1002,tt0367594,5,Weekday,Home,Family
1002,tt2557490,3,Weekday,Home,Partner
1002,tt0382625,3,Weekday,Home,Partner
1002,tt0993846,1,Weekday,Home,Partner
1002,tt0367594,3,Weekday,Home,Partner
1014,tt0120912,5,NA,NA,NA
1014,tt0266543,5,NA,NA,NA
1014,tt0125439,4,NA,NA,NA
1014,tt0120338,4,NA,NA,NA
1014,tt0088763,5,NA,NA,NA
1014,tt0133093,5,NA,NA,NA
1014,tt1055369,5,NA,NA,NA
1014,tt3793764,3,NA,NA,NA
1014,tt0489099,3,NA,NA,NA
1014,tt1099212,3,NA,NA,NA
1014,tt0120912,5,Weekday,Home,Alone
1014,tt0266543,5,Weekday,Home,Alone
1014,tt0125439,4,Weekday,Home,Alone
1014,tt0120338,4,Weekday,Home,Alone
1014,tt0088763,5,Weekday,Home,Alone
1014,tt0133093,4,Weekday,Home,Alone
1014,tt1055369,4,Weekday,Home,Alone
1014,tt0120912,4,Weekend,Cinema,Family
1014,tt0266543,5,Weekend,Cinema,Family
1014,tt0125439,3,Weekend,Cinema,Family
1014,tt0120338,2,Weekend,Cinema,Family
1014,tt0088763,4,Weekend,Cinema,Family
1014,tt0133093,5,Weekend,Cinema,Family
1014,tt1055369,5,Weekend,Cinema,Family
1014,tt3793764,3,Weekend,Home,Alone
1014,tt0489099,3,Weekend,Home,Alone
1014,tt1099212,3,Weekend,Home,Alone
1014,tt3793764,4,Weekend,Cinema,Alone
1014,tt0489099,4,Weekend,Cinema,Alone
1014,tt1099212,4,Weekend,Cinema,Alone
1109,tt0266543,5,NA,NA,NA
1109,tt0110357,5,NA,NA,NA
1109,tt0147800,5,NA,NA,NA
1109,tt1478338,5,NA,NA,NA
1109,tt1291150,5,NA,NA,NA
1109,tt1099212,5,NA,NA,NA
1109,tt0356910,1,NA,NA,NA
1109,tt2096673,1,NA,NA,NA
1109,tt0462538,1,NA,NA,NA
1109,tt0266543,5,Weekend,Cinema,Alone
1109,tt0110357,5,Weekend,Cinema,Alone
1109,tt0147800,5,Weekend,Cinema,Alone
1109,tt1478338,5,Weekend,Cinema,Alone
1109,tt1291150,5,Weekend,Cinema,Alone
1109,tt1099212,5,Weekend,Cinema,Alone
1109,tt0266543,5,Weekday,Cinema,Partner
1109,tt0110357,5,Weekday,Cinema,Partner
1109,tt0147800,5,Weekday,Cinema,Partner
1109,tt1478338,5,Weekday,Cinema,Partner
1109,tt1291150,5,Weekday,Cinema,Partner
1109,tt1099212,1,Weekday,Cinema,Partner
1109,tt0266543,5,Weekend,Cinema,Partner
1109,tt0110357,5,Weekend,Cinema,Partner
1109,tt0147800,5,Weekend,Cinema,Partner
1109,tt1478338,5,Weekend,Cinema,Partner
1109,tt1291150,5,Weekend,Cinema,Partner
1109,tt1099212,1,Weekend,Cinema,Partner
1109,tt0356910,1,Weekday,Cinema,Alone
1109,tt2096673,1,Weekday,Cinema,Alone
1109,tt0462538,1,Weekday,Cinema,Alone
1109,tt0356910,1,Weekday,Home,Family
1109,tt2096673,1,Weekday,Home,Family
1109,tt0462538,1,Weekday,Home,Family
1109,tt0356910,1,Weekday,Home,Partner
1109,tt2096673,1,Weekday,Home,Partner
1109,tt0462538,1,Weekday,Home,Partner
1037,tt0232500,5,NA,NA,NA
1037,tt0293662,5,NA,NA,NA
1037,tt0993846,5,NA,NA,NA
1037,tt0816199,4,NA,NA,NA
1037,ttnanana2,5,NA,NA,NA
1037,tt1055369,5,NA,NA,NA
1037,tt0181689,1,NA,NA,NA
1037,tt0133093,2,NA,NA,NA
1037,tt1099212,2,NA,NA,NA
1037,tt0232500,5,Weekend,Cinema,Alone
1037,tt0293662,5,Weekend,Cinema,Alone
1037,tt0993846,5,Weekend,Cinema,Alone
1037,tt0816199,4,Weekend,Cinema,Alone
1037,ttnanana2,5,Weekend,Cinema,Alone
1037,tt1055369,5,Weekend,Cinema,Alone
1037,tt0232500,5,Weekend,Cinema,Family
1037,tt0293662,5,Weekend,Cinema,Family
1037,tt0993846,4,Weekend,Cinema,Family
1037,tt0816199,5,Weekend,Cinema,Family
1037,ttnanana2,5,Weekend,Cinema,Family
1037,tt1055369,5,Weekend,Cinema,Family
1037,tt0232500,4,Weekday,Home,Partner
1037,tt0293662,4,Weekday,Home,Partner
1037,tt0993846,5,Weekday,Home,Partner
1037,tt0816199,4,Weekday,Home,Partner
1037,ttnanana2,4,Weekday,Home,Partner
1037,tt1055369,4,Weekday,Home,Partner
1037,tt0181689,2,Weekday,Home,Alone
1037,tt0133093,2,Weekday,Home,Alone
1037,tt1099212,1,Weekday,Home,Alone
1037,tt0181689,1,Weekend,Home,Alone
1037,tt0133093,1,Weekend,Home,Alone
1037,tt1099212,2,Weekend,Home,Alone
1037,tt0181689,1,Weekday,Cinema,Family
1037,tt0133093,1,Weekday,Cinema,Family
1037,tt1099212,2,Weekday,Cinema,Family
1029,tt1190080,5,NA,NA,NA
1029,tt1369829,5,NA,NA,NA
1029,tt0454876,5,NA,NA,NA
1029,tt0181689,5,NA,NA,NA
1029,tt3637328,5,NA,NA,NA
1029,tt0213149,5,NA,NA,NA
1029,tt0147800,1,NA,NA,NA
1029,tt0343660,1,NA,NA,NA
1029,tt0211915,1,NA,NA,NA
1029,tt1190080,5,Weekday,Cinema,Alone
1029,tt1369829,5,Weekday,Cinema,Alone
1029,tt0454876,5,Weekday,Cinema,Alone
1029,tt0181689,5,Weekday,Cinema,Alone
1029,tt3637328,5,Weekday,Cinema,Alone
1029,tt0213149,5,Weekday,Cinema,Alone
1029,tt1190080,5,Weekend,Cinema,Family
1029,tt1369829,5,Weekend,Cinema,Family
1029,tt0454876,5,Weekend,Cinema,Family
1029,tt0181689,5,Weekend,Cinema,Family
1029,tt3637328,5,Weekend,Cinema,Family
1029,tt0213149,5,Weekend,Cinema,Family
1029,tt1190080,5,Weekend,Home,Partner
1029,tt1369829,5,Weekend,Home,Partner
1029,tt0454876,5,Weekend,Home,Partner
1029,tt0181689,5,Weekend,Home,Partner
1029,tt3637328,5,Weekend,Home,Partner
1029,tt0213149,5,Weekend,Home,Partner
1029,tt0147800,1,Weekday,Home,Alone
1029,tt0343660,1,Weekday,Home,Alone
1029,tt0211915,1,Weekday,Home,Alone
1029,tt0147800,1,Weekend,Cinema,Alone
1029,tt0343660,1,Weekend,Cinema,Alone
1029,tt0211915,1,Weekend,Cinema,Alone
1029,tt0147800,1,Weekday,Home,Family
1029,tt0343660,1,Weekday,Home,Family
1029,tt0211915,1,Weekday,Home,Family
1045,tt0120912,5,NA,NA,NA
1045,tt0319262,3,NA,NA,NA
1045,tt2251217,2,NA,NA,NA
1045,tt0232500,4,NA,NA,NA
1045,tt0293662,4,NA,NA,NA
1045,tt0120338,5,NA,NA,NA
1045,ttnanana2,5,NA,NA,NA
1045,tt0133093,4,NA,NA,NA
1045,tt0356910,2,NA,NA,NA
1045,tt0441773,1,NA,NA,NA
1045,tt1041829,1,NA,NA,NA
1045,tt0120912,2,Weekend,Home,Family
1045,tt0319262,3,Weekend,Home,Family
1045,tt2251217,3,Weekend,Home,Family
1045,tt0232500,2,Weekend,Home,Family
1045,tt0293662,3,Weekend,Home,Family
1045,tt0120338,4,Weekend,Home,Family
1045,ttnanana2,5,Weekend,Home,Family
1045,tt0133093,1,Weekend,Home,Family
1045,tt0120912,3,Weekday,Cinema,Family
1045,tt0319262,4,Weekday,Cinema,Family
1045,tt2251217,2,Weekday,Cinema,Family
1045,tt0232500,5,Weekday,Cinema,Family
1045,tt0293662,5,Weekday,Cinema,Family
1045,tt0120338,2,Weekday,Cinema,Family
1045,ttnanana2,4,Weekday,Cinema,Family
1045,tt0133093,5,Weekday,Cinema,Family
1045,tt0120912,4,Weekday,Home,Partner
1045,tt0319262,3,Weekday,Home,Partner
1045,tt2251217,5,Weekday,Home,Partner
1045,tt0232500,3,Weekday,Home,Partner
1045,tt0293662,3,Weekday,Home,Partner
1045,tt0120338,5,Weekday,Home,Partner
1045,ttnanana2,5,Weekday,Home,Partner
1045,tt0133093,3,Weekday,Home,Partner
1045,tt0356910,1,Weekday,Home,Alone
1045,tt0441773,1,Weekday,Home,Alone
1045,tt1041829,1,Weekday,Home,Alone
1045,tt0356910,2,Weekend,Cinema,Family
1045,tt0441773,1,Weekend,Cinema,Family
1045,tt1041829,3,Weekend,Cinema,Family
1045,tt0356910,2,Weekday,Cinema,Partner
